Clause,Line_ID,Paragraph
24,Clause_24_1,SPEED/CONS: BALLAST: ABT 14.50 KNOTS ON ABT 27.80 MT HSFO (380CST) LADEN: ABT 14.20 KNOTS ON ABT 35.70 MT HSFO (380CST)
24,Clause_24_1,ECO BALLAST: ABT 12.00 KNOTS ON ABT 16.90 MT HSFO (380CST) LADEN: ABT 12.00 KNOTS ON ABT 23.20 MT HSFO (380CST)
24,Clause_24_1,IN PORT: (WORKING): ABT 5.00 MT HSFO (380CST) (IDLE): ABT 4.00 MT HSFO (380CST)
24,Clause_24_1,ALL DETAILS ABOUT ALL/ANY REFERENCES TO WOG DELETED
24,Clause_24_1,OWNERS TO COMPLETE VITERRA QUESTIONNAIRE AND COUNTERPARTY FORM - SENT SEPARATELY
24,Clause_24_1,OWNERS TO PROVIDE A FULL SET OF VALID CERTS - SENT SEPARATELY
24,Clause_24_1,"NOTE: NEW P&I CERTIFICATE WILL BE FORWARDED TO CHARTERERS BY 20TH FEB 2021,"
24,Clause_24_1,"HEADOWNERS: BAHRI DRY BULK COMPANY LLC 13TH FLOOR, TOWER B, OLAYA TOWERS, INTERSECTION OF PRINCE MOHAMMED BIN ABDULAZIZ (TAHLIYA) ROAD AND OLAYA STREET, OLAYA DISTRICT P.O. BOX 8931, RIYADH 11492, KSA SAUDI ARABIA"
24,Clause_24_1,HEADOWNERS PANDI CLUB - BRITANNIA P&I
24,Clause_24_1,"ITINERARY: DISCHARGE COAL HALDIA WITH ETB 12 FEB , ETC 13-14 FEB, ETD 15-16 FEB AGW WOG"
24,Clause_24_1,LAST CARGO: COAL - COAL (PRESENT) / IRON ORE / COAL
24,Clause_24_1,GANGWAYS: ACCOMMODATION AREA (PORT & STBD)
24,Clause_24_1,GRAIN FEEDER HOLES: 2 PER CGO HOLD (FWD-PORT & AFT-STBD)
24,Clause_24_1,FULL CHAIN - WITH HOWNERS ONLY
24,Clause_24_1,WARRANTIES INCLUDED IN THIS OFFER WHICH SHALL BE INCORPORATED IN THE C/P
24,Clause_24_1,#NAME?
24,Clause_24_1,#NAME?
24,Clause_24_1,#NAME?
24,Clause_24_1,#NAME?
24,Clause_24_1,#NAME?
24,Clause_24_1,#NAME?
24,Clause_24_1,#NAME?
24,Clause_24_1,#NAME?
24,Clause_24_1,- IF GEARED CHARTERERS TO HAVE FREE USE OF VESSEL GEAR WHICH IS TO BE KEPT IN FULL WORKING ORDER FOR IMMEDIATE USE THROUGHOUT THE CURRENCY OF THE C/P AND AND SERVES ALL HATCHES: GEARLESS
24,Clause_24_1,#NAME?
24,Clause_24_1,#NAME?
24,Clause_24_1,#NAME?
24,Clause_24_1,"- VESSELS HOLDS TO BE GUARANTEED FREE FROM SMELL AND PROPERLY CLEANED, SWEPT AND DRIED AND IN EVERY RESPECT SUITABLE FOR LOADING ABOVE MENTIONED CARGO IN BULK. IF VESSELS HOLDS TO BE CLEANED THEN IN ACCORDANCE WITH THE C/P AND OWNERS/MASTER TO ADVISE METHOD OF CLEANING OF LAST 4 CARGOES .- CLEANING METHOD: SWEEP, WASHING BY SEA WATER WITH HIGH PRESSURE(USE CHEMICAL IF NECESSARY), RE-WASHING BY FRESH WATER, DRY UP"
24,Clause_24_1,- CHARTERERS OR THEIR REPRESENTATIVE ARE FULLY ALLOWED TO HAVE THE VALIDITY CONFIRMED (BY THE LOG-BOOK) : YES
24,Clause_24_1,"- NON-AGRI-FRIENDLY PRODUCTS, SUCH AS: LOW/HIGH RISK MATERIALS AS MEAT- AND BONEMEAL, MANURE IN ANY FORM OR MIXED WITH COMPOST OR SIMILAR, ASBESTOS, FRESH OR WASTE ASPHALT, METAL CHIPS AND SWARF (NOT DEFREASED), CLAY USED FOR DETOXIFICATION, PETROLEUM COKES, QUAKEROL OIL, RADIOACTIVE MATERIALS, TOXIC OXIDATIVE MATERIALS/PACKING MATERIALS, FLUE GAS, WASTE, JAYFLEX PHTHALATE TESTER, UNPACKED SEEDS TREATED WITH TOXIC SUBSTANCES, SEWAGE SLUDGE, UNTREATED FOOD RESIDUE. VESSEL MUST NOT HAVE CARRIED ABOVE MATERIALS IN THE LAST 18 MONTHS: NOTED / NOT CARRIED"
24,Clause_24_1,"FURTHERMORE WARRANT, THAT DURING THE CURRENCY OF THIS CHARTER PARTY:"
24,Clause_24_1,"- VESSEL IS IN EVERY WAY FITTED AND SUITABLE, INCLUDING NECESSARY VALID CERTIFICATES, FOR CHARTERERS INTENDED TRADE(S): YES - VESSEL IS FULLY FITTED FOR CARRIAGE OF GRAINS AS PER SOLAS REGULATIONS AND AS PER VESSEL'S GRAIN PLAN WITHOUT BAGGING/STRAPPINGS/SECURING OF CARGO: YES - VESSEL HAS ALL LATEST REQUIRED, VALID AND UP TO DATE CERTIFICATES ON BOARD VALID THROUGHOUT THE CHARTER: YES"
24,Clause_24_1,- VESSEL HAS NOT CALLED CIS PACIFIC PORTS IN THE LAST 2 YEARS AND IS FREE OF ASIAN GYPSY MOTH LARVAE/EGGS: YES
24,Clause_24_1,- VESSEL HAS NOT BEEN DETAINED BY ANY PORT CONTROLS IN THE LAST 24MONTHS. IF VESSEL HAS BEEN DETAINED PLEASE ADVISE WHERE/WHEN AND FOR WHAT REASONS: NO DETENTIONS
24,Clause_24_1,#NAME?
24,Clause_24_1,1) THESE WILL NOT RUN OVERDUE DURING DURATION OF THE CHARTER: N/A
24,Clause_24_1,2) GIVE REASON FOR POSSIBLE DETENTION OF THE VESSEL: NO
24,Clause_24_1,- VESSEL SHALL NOT CHANGE OWNERSHIP OR CLASS WITHOUT CHARTERERS' WRITTEN CONSENT: NOTED
24,Clause_24_1,"- OWNERS CONFIRM THAT THE VESSEL IS ABLE TO SEND AND RECEIVE EMAILS FROM CHARTERERS, AND ALL PARTIES APPOINTED BY CHARTERERS, FOR THE DURATION OF THIS CHARTER PARTY. IF THE VESSEL IS NOT AUTOMATICALLY ABLE TO COMPLY WITH THIS PROVISION DUE TO TECHNOLOGICAL RESTRICTIONS, OWNERS CONFIRM THAT THE EMAIL TRAFFIC WILL BE PROMPTLY ENABLED WITHIN 48 HOURS NOTICE OF ANY REQUEST: NOTED- VESSEL'S EMAIL IS NOT ONLINE AT ALL TIMES. ANY IMP MESSAGE TO BE ATTENDED BY MASTER SHOULD BE FOLLOWED BY A TELECALL TO MASTER BY CHARTERERS."
24,Clause_24_1,#NAME?
24,Clause_24_1,- OWNERS WARRANT THAT VESSELS SPEED AND CONS WILL BE ABT ... KNOTS ON ABT ' .... ' MTONS PLUS ... ' ... 'MTS (AS PER VESSELS DESCRIPTION) THROUGHOUT THE DURATION OF THIS C/P. - AS PER VESSEL SPECS
24,Clause_24_1,"- VESSEL'S HULL AND MACHINERY INSURANCE SHALL BE FULLY MAINTAINED AND WILL NOT BE CHANGED: CONFIRM, INCASE OF ANY CHANGE REQUIRED, OWNERS WILL SEEK CHARTERERS PERMISSION"
24,Clause_24_1,#NAME?
24,Clause_24_1,#NAME?
24,Clause_24_1,- PRIOR FIXING OWNERS TO AT LEAST SUPPLY CHARTERERS WITH COPIES OF P+I / DOC / SMC / CLASS / ISPS / ISSC / GEAR (N/A) / ITC / H+M CERTIFICATES WITH FULL VALIDITY THROUGHOUT DURATION OF THE CHARTER: SENT SEPARATELY
Main,Clause_Main,"GOVERNMENT FORM Approved by the New York Produce Exchange November 6th, 1913 - Amended October 20th, 1921; August 6th, 1931; October 3rd, 1946"
Main,Clause_Main,"1 This Charter Harfy, made and concluded in Athens 10th"
Main,Clause_Main,day of February 19 2023
Main,Clause_Main,"2 Between Bahri Dry Bulk Company, 15th Floor, Tower B, Olaya Towers, Intersection of Prince Mohammed Bin Abdulaziz (Tahliya) Road and Olaya Street, Olaya District P.O. Box 8931,"
Main,Clause_Main,3 Owners of the good Liberian Flag
Main,Clause_Main,Steamship/Motorship Aljazi - See Clause 53 of
Main,Clause_Main,"4 tons gross register, and- tons net register, having engines of -indicated horse power"
Main,Clause_Main,"5 and with hull, machinery and equipment in a thoroughly efficient state, and classed"
Main,Clause_Main,"6 at of about cubic feet bale capacity, and about -tons of 2240 lbs."
Main,Clause_Main,"7 deadweight capacity (cargo and bunkers, including fresh water and stores not exceeding one and one half percent of ship's deadweight capacity;"
Main,Clause_Main,"8 allowing a minimum of fifty tons) on a draft of- -feet -inches on- Summer freeboard, inclusive of permanent bunkers, 9 which are of the capacity of about tons of fuel, and capable of steaming, fully laden, under good weather"
Main,Clause_Main,knots on a consumption of about
Main,Clause_Main,"tons of best Welsh coal best grade fuel oil best grade Diesel oil,"
Main,Clause_Main,12 and Trafigura Maritime Logistics Pte. Ltd. Charterers of the City of 10 Collyer Quay 29-00 Ocean Financial Centre 049315 Singapore
Main,Clause_Main,"13 Witnesseth, That the said Owners agree to let, and the said Charterers agree to hire the said vessel, from the time of delivery, for"
Main,Clause_Main,"14 about one time charter trip via East Coast South America/North Coast South America to Far East with grain/grain products/agriproducts in bulk always via safe port(s), safe berth(s), safe anchorage(s), always within Institute Warranty Limits and always afloat as per cargo trading duration about 90/95 days without guarantee, cargo always to be loaded / trimmed / stowed and discharged in accordance with IMSBC code and local rules/regulations,"
Main,Clause_Main,"within below mentioned trading limits. Charterers to have liberty to sublet the vessel for all or any part of the time covered by this Charter, but Charterers remaining responsible for"
Main,Clause_Main,17 the fulfillment of this Charter Party.
Main,Clause_Main,"18 Vessel to be placed at the disposal of the Charterers, at on dropping last outward sea pilot Fangcheng at any time day or night Sundays and holidays included."
Main,Clause_Main,"20 in such dock or at such wharf or place (where she may safely lie, always afloat, at all times of tide, except as otherwise provided in clause No. 6), as"
Main,Clause_Main,"21 the Charterers may direet. If such dock, wharf or place be not available time to count as provided for in clause No. 5. Upon arrival at the first loading port the vessel should be grain clean and ready in all respects and in all compartments to load Charterers cargo of grain/grain products with holds clean-swept, washed down by fresh water, dried, free of salt, rust scale and residues of previous cargoes to local competent authorities' satisfaction (see clause 37). Vessel on her delivery to be"
Main,Clause_Main,"22 ready to receive cargo with clean swept holds and Vessel to be tight, staunch, strong and in every way fitted for the service, and so maintained by Owners throughout the period of this Charter Party, having water ballast, winches and"
Main,Clause_Main,"23 donkey boiler with sufficient steam power, or if not equipped with donkey boiler, then other power sufficient to run all the winches at one and the same"
Main,Clause_Main,"24 time (and with full complement of officers, seamen, engineers and firemen for a vessel of her tonnage), to be employed, in carrying lawful merehan-"
Main,Clause_Main,"25 dise, including petroleum or its products, in proper containers, excluding cargo as per Clause 71 - Trading to be worldwide, always afloat, always within Institute Warranty Limits and always via safe berth(s), safe port(s), safe anchorage(s), vessel to trade always within ice free ports , not to force ice or follow ice breakers. BIMCO Ice Clause Exclusions Clause paragraph b, c, d to apply as per Clause 35 and Clause 118"
Main,Clause_Main,"26 (vessel is not to be employed in the carriage of Live Stock, but Charterers are to have the privilege of shipping a small number on deck at their risk,"
Main,Clause_Main,"27 all necessary fittings and other requirements to be for account of Charterers), in such lawful trades, between safe port and/or ports in British North 28 America, and/or United States of America, and/or West Indies, and/or Central America, and/or Caribbean Sea, and/or Gulf of Mexico, and/or"
Main,Clause_Main,"29 Mexico, and/or South America- -and/or Europe"
Main,Clause_Main,"30 and/or Africa, and/or Asia, and/or Australia, and/or Tasmania, and/or New Zealand, but excluding Magdalena River, River St. Lawrence between 31 October 31st and May 15th, Hudson Bay and all unsafe ports; also excluding, when out of season, White Sea, Black Sea and the Baltic,"
Main,Clause_Main,"35 as the Charterers or their Agents shall direct, on the following conditions:"
Main,Clause_Main,"1. That the Owners whilst on hire shall throughout the period of this Charter Party provide and pay for all provisions, including lubricating oil, fresh water see Clause 31, wages and consular shipping and discharging fees of the Crew; shall pay for the"
Main,Clause_Main,"37 insurance of the vessel, also for all the cabin, deck, engine-room and other necessary stores, including boiler water and maintain her class and keep"
Main,Clause_Main,"38 the vessel in a thoroughly efficient state in hull, cargo spaces, machinery and equipment with all certificates necessary to comply with current regulations at all ports of call for and during the service."
Main,Clause_Main,"39 2. That whilst on hire the Charterers shall provide and pay for all the fuel except as otherwise agreed, Port Charges, (including compulsory"
Main,Clause_Main,"watchmen and cargo watchmen and compulsory garbage disposal), all communication expenses pertaining to Charterers business, compulsory pilotages, towages, boats, agencies, under this Charter Party which also includes compulsory and recommended by IMO including Bosporus, full Magellan, Great Barrier Reef, Torres Straits Pilotages, Ageneies, Commissions,"
Main,Clause_Main,"40 41 Consular Charges (except those pertaining to the Crew), and all other usual expenses except those before stated, but when the vessel puts into a port for causes for which vessel is responsible, then all such charges incurred shall be paid by the Owners. Fumigations ordered because of illness of the crew to be for Owners account. Fumigations ordered because of cargoes carried or ports visited while vessel is employed under this charter to be for Charterers account. All other fumigations to be for Charterers account after vessel has been on charter for a continuous period of six months or more."
Main,Clause_Main,"Charterers are to provide necessary dunnage and shifting boards, also any extra fittings requisite for a special trade or unusual cargo, but Owners to allow them the use of any dunnage and shifting boards if already aboard vessel. Charterers to have the privilege of using shifting boards for dunnage, they making good any damage thereto."
Main,Clause_Main,"3. That the Charterers, at the port of delivery, and the Owners, at the port of re delivery, shall take over and pay for all fuel remaining on"
Main,Clause_Main,"board the vessel at the current prices in the respective ports, the vessel to be delivered with not less than- tons and not more than"
Main,Clause_Main,tons and to be re delivered with not less than- -tons and not more than-
Main,Clause_Main,"4. That the Charterers shall pay for the use and hire of the said Vessel at the rate of USD 9,475 per day + estimated scrubber benefit to be paid on delivery USD 387,500 nett, hire payable every 15 days in advance. First 15 hire payable latest 5 banking days after delivery plus bunker on board on delivery"
Main,Clause_Main,"52 in United States Currency see also Clause 45 per ton on vessel's total deadweight carrying capacity, including bunkers and"
Main,Clause_Main,"53 stores, on- summer freeboard, per Calendar Month, commencing on and from the day of her delivery, as aforesaid, and at"
Main,Clause_Main,"54 and after the same rate for any part of a day month; hire to continue until the hour of the day of her re-delivery in like good order and condition, ordinary"
Main,Clause_Main,"55 wear and tear excepted, to the Owners (unless lost) at on dropping last outward sea pilot one safe port PMO - Japan range including China/Korea/Taiwan/Japan and islands at any time day or night Sundays and holidays included"
Main,Clause_Main,56 unless otherwise mutually agreed. Charterers are to give Owners not less than- Charterers to give 15/10/7/5 day approximate 4/3/2/1 notices of redelivery. days
Main,Clause_Main,"57 notice of vessels expected date of re delivery, and probable port."
Main,Clause_Main,"5. Payment of said hire to be made in see clause 49 New York in cash in United States Currency, first 15 hire payable latest 5 banking days after delivery plus bunker on board on delivery, thereafter every 15 days semi monthly in advance, and for the last 15 days half month or"
Main,Clause_Main,"part of same the approximate amount of hire, and should same not cover the actual time, hire is to be paid for the balance day by day, as it becomes"
Main,Clause_Main,"60 due, if so required by Owners, unless bank guarantee or deposit is made by the Charterers, otherwise failing the punctual and regular payment of the 61 hire, or bank guarantee, or on any breach of this Charter Party, the Owners shall be at liberty to withdraw the vessel from the service of the Char- 62 terers, without prejudice to any claim they (the Owners) may otherwise have on the Charterers. Time to count from 7 a.m. on the working day"
Main,Clause_Main,"63 following that on which written notice of readiness has been given to Charterers or their Agents before 4 p.m., but if required by Charterers, they"
Main,Clause_Main,"64 to have the privilege of using vessel at onee, such time used to count as hire."
Main,Clause_Main,"65 Cash for vessel's ordinary disbursements at any port may be advanced as required by the Captain, by the Charterers or their Agents, subject to 2 1/2% commission and such advances shall be deducted from the hire. The Charterers, however, shall in no way be responsible for the application 67 of such advances."
Main,Clause_Main,"6. That the cargo or cargoes be laden and/or discharged in any safe dock or at any safe wharf or safe place that Charterers or their Agents may direct, provided the vessel can safely lie always afloat at any time of tide, except in grain ports Brazil/Argentina/Uruguay at such places where it is customary for similar size and type vessels to safely"
Main,Clause_Main,"70 lie aground. (NAABSA Clause to Apply). Always subject to the Owners' approval, which is not to be unreasonably withheld, the Vessel during loading and/or discharging may lie safely aground at any safe berth or safe place where it is customary for vessels of similar size, constructon and type to lie, if so requested by the Charterers, provided always that the Charterers have confirmed in writing that vessels using theberth or place will lie on a so bed and can do so without suffering damage. The Charterers shall indemnify the Owners for any loss,damage, costs, expenses or loss of me, including any underwater inspect on required by class, caused as a consequence of the Vessel lying aground at the Charterers' request."
Main,Clause_Main,"71 7. That the whole reach of the Vessel's Hold, Deeks, and usual places of loading (not more than she can reasonably stow and carry), also 72 accommodations for Supercargo, if carried, shall be at the Charterers' disposal, reserving only proper and sufficient space for Ship's officers, crew,"
Main,Clause_Main,"73 tackle, apparel, furniture, provisions, stores and fuel. Charterers have the privilege of passengers as far as accommodations allow, Charterers"
Main,Clause_Main,"74 paying Owners- -per day per passenger for accommodations and meals. However, it is agreed that in case any fines or extra expenses are"
Main,Clause_Main,"75 incurred in the consequences of the carriage of passengers, Charterers are to bear such risk and expense. No deck cargo on deck / hatchcovers. No welding padeyes / partition inside holds / hatchcovers."
Main,Clause_Main,"8. That the Captain shall prosecute his voyages with the utmost despatch, and shall render all customary assistance with ship's crew and boats. The Captain (although appointed by the Owners), shall be under the orders and directions of the Charterers as regards employment and agency; and Charterers are to load, stow, and trim and discharge the cargo at their expense under the supervision of the Captain, who is to sign Bills of Lading for"
Main,Clause_Main,"79 cargo as presented, in conformity with Mate's er Tally Clerk's receipts."
Main,Clause_Main,"9. That if the Charterers shall have reason to be dissatisfied with the conduct of the Captain, Officers, or Engineers, the Owners shall on receiving particulars of the complaint, investigate the same, and, if necessary, make a change in the appointments."
Main,Clause_Main,"82 10. That the Charterers shall have permission to appoint a Supercargo, who shall accompany the vessel and see that voyages are prosecuted"
Main,Clause_Main,"83 with the utmost despatch, subject to vessel's lifeboat capacity permitting and Charterers giving required Letter of Indemnity for same. He is to be furnished with free accommodation, and same fare as provided for Captain's table, Charterers paying at the"
Main,Clause_Main,"84 rate of U.S.$15.00 per day. Owners to victual Pilots and Customs Officers, and also, when authorized by Charterers or their Agents, to victual Tally 85 Clerks, Stevedore's Foreman, ete., Charterers paying see clause 63 at the current rate per meal, for all such vietualling."
Main,Clause_Main,"86 11. That the Charterers shall furnish the Captain from time to time with all requisite instructions and sailing directions, in writing, and the"
Main,Clause_Main,"87 Captain shall keep a full and correct Log of the voyage or voyages, which are to be made available patent to the Charterers or their Agents, and furnish the Char-"
Main,Clause_Main,"terers, their Agents or Supercargo, when required, with a true copy of daily deck and engine logs in English on Charterers' form Logs, showing the course of the vessel and distance run and the con-"
Main,Clause_Main,sumption of fuel. Vessels' logs for Time Charter voyage to be available for Charterers' inspection.
Main,Clause_Main,12. That the Captain shall use diligence in caring for the ventilation of the cargo.
Main,Clause_Main,13. That the Charterers shall have the option of continuing this charter for a further period of-
Main,Clause_Main,"on giving written notice thereof to the Owners or their Agents- days previous to the expiration of the first named term, or any declared option."
Main,Clause_Main,"That if required by Charterers, time not to commence before 00.01 hours local time on the 13th February 2023 and should vessel not have given written notice of readiness on or before 24.00 hours local time on the 18th February 2023 but not later than 4 p.m. Charterers or their Agents to have the option of cancelling this Charter at any time not later than the day of vessel's readiness. Vessel expected on 14 February."
Main,Clause_Main,"15. That in the event of the loss of time from default and/or deficiency of men including strike of officers and/or rating or deficiency of or stores, fire, breakdown or damages to hull, cargo spaces, machinery or equipment,"
Main,Clause_Main,"98 grounding, detention by average accidents to ship or cargo, drydocking for the purpose of examination or painting bottom on account of vessel's non compliance with government and/or state and/or provincial regulations pertaining to water pollution, or by any other cause"
Main,Clause_Main,"preventing the full working of the vessel, the payment of hire shall cease for the time thereby lost; and if upon the voyage the speed be reduced by defect in or breakdown of any part of her hull, machinery or equipment, the time so lost, and the cost of any extra fuel consumed in consequence thereof, and all extra expenses shall be deducted from the hire."
Main,Clause_Main,"16. That should the Vessel be lost, money paid in advance and not earned (reckoning from the date of loss or being last heard of) shall be returned to the Charterers at once. The act of God, enemies, fire, restraint of Princes, Rulers and People, and all dangers and accidents of the Seas, Rivers, Machinery, Boilers and Steam Navigation, and errors of Navigation throughout this Charter Party, always mutually excepted."
Main,Clause_Main,"The vessel shall have the liberty to sail with or without pilots, to tow and to be towed, to assist vessels in distress, and to deviate for the purpose of saving life and property."
Main,Clause_Main,"17. That should any dispute arise between Owners and the Charterers, the matter in dispute shall be referred to three persons at New York, one to be appointed by each of the parties hereto, and the third by the two so chosen; their decision or that of any two of them, shall be final, and for"
Main,Clause_Main,"the purpose of enforcing any award, this agreement may be made a rule of the Court. The Arbitrators shall be commercial men. See clause 46."
Main,Clause_Main,"18. That the Owners shall have a lien upon all cargoes, and all sub-freights/subhires, demurrages, detentions, bunkers for any amounts due under this Charter, including General Aver-"
Main,Clause_Main,"age contributions, and the Charterers to have a lien on the Ship for all monies paid in advance and not earned, and any overpaid hire or excess deposit to be returned at once. Charterers will not suffer, nor permit to be continued, any lien or encumbrance incurred by them or their agents, which might have priority over the title and interest of the owners in the vessel."
Main,Clause_Main,"19. That all derelicts and salvage shall be for Owners' and Charterers' equal benefit after deducting Owners' and Charterers' expenses and Crew's proportion. General Average shall be adjusted, stated and settled in London. English law to apply, in United States Dollars Currency, according to Rules 1 to 15, inclusive, 17 to 22, inclusive, and Rule F of"
Main,Clause_Main,"116 York-Antwerp Rules 1974 as amended in 1994 or any subsequent modification thereof 1924, at such port or place in the United States as may be selected by the carrier, and as to matters not provided for by these Time charter hire shall not contribute to general average."
Main,Clause_Main,"Rules, according to the laws and usages at the port of New York. In such adjustment disbursements in foreign currencies shall be exchanged inte United States money at the rate prevailing on the dates made and allowances for damage to cargo claimed in foreign currency shall be converted at"
Main,Clause_Main,119 the rate prevailing on the last day of discharge at the port or place of final discharge of such damaged cargo from the ship. Average agreement of
Main,Clause_Main,"120 bond and such additional security, as may be required by the carrier, must be furnished before delivery of the goods. Such cash deposit as the carrier 121 or his agents may deem sufficient as additional security for the contribution of the goods and for any salvage and special charges thereon, shall, if"
Main,Clause_Main,"122 required, be made by the goods, shippers, consignees or owners of the goods to the carrier before delivery. Such deposit shall, at the option of the carrier, be payable in United States money and be remitted to the adjuster. When so remitted the deposit shall be held in a special account at the place of adjustment in the name of the adjuster pending settlement of the General Average and refunds or credit balances, if any, shall be paid in"
Main,Clause_Main,"United States money. In the event of accident, danger, damage, or disaster, before or after commencement of the voyage resulting from any cause whatsoever, whether due to negligence or not, for which, or for the consequence of which, the carrier is not responsible, by statute, contraet, or otherwise, the"
Main,Clause_Main,"goods, the shipper and the consignee, jointly and severally, shall contribute with the carrier in general average to the payment of any sacrifices; losses, or expenses of a general average nature that may be made or incurred, and shall pay salvage and special charges incurred in respect of the goods. If a salving ship is owned or operated by the carrier, salvage shall be paid for as fully and in the same manner as if such salving ship of ships belonged to strangers. See New Jason Clause as attached."
Main,Clause_Main,Provisions as to General Average in accordance with the above are to be included in all bills of lading issued hereunder.
Main,Clause_Main,"Fuel used by the vessel while off hire, also for cooking, condensing water, or for grates and stoves to be agreed to as to quantity, and the"
Main,Clause_Main,"cost of replacing same, to be allowed by Owners."
Main,Clause_Main,"135 21. That as the vessel may be from time to time employed in tropical waters during the term of this Charter, Vessel is to be docked at a"
Main,Clause_Main,"convenient place, bottom cleaned and painted whenever Charterers and Captain think necessary, at least onee in every six months, reckoning from time of last painting, and payment of the hire to be suspended until she is again in proper state for the service."
Main,Clause_Main,"Owners shall maintain the gear of the ship as fitted, providing gear (for all derricks) capable of handling lifts up to three tons, also"
Main,Clause_Main,"141 providing ropes, falls, slings and blocks. If vessel is fitted with derricks capable of handling heavier lifts, Owners are to provide necessary gear for same, otherwise equipment and gear for heavier lifts shall be for Charterers' account. Owners also to provide on the vessel lanterns and oil for night work, and vessel to give use of electric light when so fitted, but any additional lights over those on board to be at Charterers' expense. The Charterers to have the use of any gear on board the vessel."
Main,Clause_Main,"23. Vessel to work night and day, weekends, holidays included, if required by Charterers, vessel to provide electric light for night work as on board. and all winehes to be at Charterers' disposal during loading and discharging;"
Main,Clause_Main,"steamer to provide one winchman per hatch to work winches day and night, as required, Charterers agreeing to pay officers, engineers, winchmen, deck hands and donkeymen for overtime work done in accordance with the working hours and rates stated in the ship's articles. If the rules of the port, or labor unions, prevent erew from driving winches, shore Winehmen to be paid by Charterers. In the event of a disabled winch or winches, of insufficient power to operate winches, Owners to pay for shore engine, or engines, in lieu thereof, if required, and pay any loss of time occasioned thereby. 24. It is also mutually agreed that this Charter is subject to all the terms and provisions of and all the exemptions from liability contained in the Act of Congress of the United States approved on the 13th day of February, 1893, and entitled ""An Act relating to Navigation of Vessels; ete.,"" in respect of all cargo shipped under this charter to or from the United States of America. It is further subject to the following clauses, both of which are to be included in all bills of lading issued hereunder:"
Main,Clause_Main,154 155 156 157 158 159 160
Main,Clause_Main,U. S. A. Clause Paramount
Main,Clause_Main,This bill of lading shall have effect
Main,Clause_Main,subject to the provisions of the Carriage of Goods by Sea Act of the
Main,Clause_Main,"16, 1936, which shall be deemed to be incorporated herein, and nothing herein contained shall be deemed a surrender by the carrier of any of its rights or immunities or an increase of any of its responsibilities or liabilities under said Act. If any term of this bill of lading be repugnant to said Aet to any extent, such term shall be void to that extent, but no further. Both to Blame Collision Clause"
Main,Clause_Main,If the ship comes into collision with
Main,Clause_Main,another ship as a result of the negligence of the other ship and any
Main,Clause_Main,"act, neglect or default of the"
Main,Clause_Main,"Master, mariner, pilot or the servants of"
Main,Clause_Main,"the Carrier in the navigation or in the management of the ship, the"
Main,Clause_Main,owners of the goods carried
Main,Clause_Main,hereunder will indemnify the Carrier against all loss or liability to the other or non carrying ship or her
Main,Clause_Main,owners in so far as such loss
Main,Clause_Main,"or liability represents loss of, or damage
carrying ship or her owners to the"
Main,Clause_Main,"to, or any claim whatsoever of the owners of said goods, paid or
owners of said goods and set off, recouped or recovered by the other"
Main,Clause_Main,"payable by the other or non-
or non carrying ship or her"
Main,Clause_Main,"carrying ship or her owners to the owners of said goods and set off, recouped or recovered by the other or non carrying ship or her owners as part of their claim against the carrying ship or carrier."
Main,Clause_Main,"25. The vessel shall not be required to enter any ice-bound port, or any port where lights or light-ships have been or are about to be with- 168 drawn by reason of ice, or where there is risk that in the ordinary course of things the vessel will not be able on account of ice to safely enter the 169 port or to get out after having completed loading or discharging. BIMCO Ice Clause (paragraph b, c, d) as attached to apply. 170 26. Nothing herein stated is to be construed as a demise of the vessel to the Time Charterers. The owners to remain responsible for the 171 navigation of the vessel, acts of pilots and tugboats, insurance, crew, and all other matters, same as when trading for their own account. 172 27. A commission of 1.25 2-1/2 per cent is payable by the Vessel and Owners to 173 Mavega Greece 174"
Main,Clause_Main,"on hire earned and paid under this Charter, and also upon any continuation or extension of this Charter."
Main,Clause_Main,28. An address commission of 3.75 2-1/2 per cent payable to Charterers on the hire earned and paid under this Charter.
Main,Clause_Main,Commission is due on hire. Address and brokerage commissions as above are deductible by Charterers on hire payment.
Main,Clause_Main,Clauses numbers 29 to 122 attached are deemed fully incorporated in this Charter Party.
Main,Clause_Main,THE CHARTERERS TRAFIGURA MARITIME LOGISTICS PTE LTD
Main,Clause_Main,"This Charter Party is a computer generated copy of the NYPE46 form printed by authority of the Association of Ship Brokers & Agents (USA) Inc. (ASBA), using software which is the copyright of Maritech Limited. Any insertion or deletion to the form must be clearly visible. In the event that any modification is made to the pre-printed text of this document, and is not clearly visible, the provisions of the original ASBA-approved document shall apply. ASBA and Maritech Limited (collectively, ""we"") assume no responsibility for any loss or damage caused as a result of discrepancies between the original ASBA-approved document and this document."
